CountryName,code,CoverageType,ppp_2005_v1_v1,ppp_2011_v1_v1,ppp_2011_v1_v2,ppp_2011_v2_v1,ppp_2011_v2_v2,ppp_2017_v1_v1,ppp_2017_v1_v2,ppp_2021_v1_v1,ppp_2021_v1_v2,source_ppp_2011,source_ppp_2005,datalevel,ppp_domain,ppp_domain_value,oldicp2005,oldicp2011,Seriesname,note_may192020,note_2017_v1_v2,source_2017_v2_v1,method_2017_v2_v1,ref_2017_v2_v1,link_2017_v2_v1,source_2021_v1_v1,method_2021_v1_v1,ref_2021_v1_v1,link_2021_v1_v1,note_2021_v1_v1
Tuvalu,TUV,National,,1.17277002334594727,1.17277084099999995,1.17277084101687001,1.17277084101687001,,1.25096572479799995,,1.29452610015869141,1,,2,1,1,,1.17277,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,Revised 2017 - Dec 9 2021,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
"Taiwan, China",TWN,National,22.6356143951416016,15.9947900772094727,15.9947849699999996,16.136278152465799,16.136278152465799,16.5977172851562997,16.5977172851562997,15.7015686035156001,15.7015686035156001,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Tanzania,TZA,National,482.450927734375,585.5203857421875,585.520374299999958,588.785339355468977,588.785339355468977,754.621459960937955,754.621459960937955,681.850891113281023,681.850891113281023,1,1,2,1,1,,585.52,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Uganda,UGA,National,744.617919921875,946.890380859375,946.890420199999994,944.255554199218977,944.255554199218977,1221.08764648438,1221.08764648438,1315.26770019531,1315.26770019531,1,1,2,1,1,,946.89,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Ukraine,UKR,National,1.70913684368133545,3.31123208999633789,3.3112317309999999,3.18174219131469993,3.18174219131469993,7.00573919944532975,7.00573919944532975,8.66270351409911932,8.66270351409911932,1,1,2,1,1,1.709,3.31123,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Uruguay,URY,National,15.3103418350219727,16.4238491058349609,16.4238503099999988,16.6084384918212997,16.6084384918212997,24.854316711425799,24.854316711425799,28.0054874420166016,28.0054874420166016,1,1,2,1,1,15.31,16.4238,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
United States,USA,National,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Uzbekistan,UZB,National,376.07000732421875,635.708984375,635.709500000000048,630.993103382290997,630.993103382290997,1521.47524204932006,1521.47524204932006,2906.58154296875,2906.58154296875,1,4,2,1,1,376.07,635.709,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
St. Vincent and the Grenadines,VCT,National,,2.03934192657470703,2.03934161400000003,1.99810707569122004,1.99810707569122004,1.80682849884033003,1.80682849884033003,1.72847616672516002,1.72847616672516002,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
"Venezuela, Republica Bolivariana de",VEN,National,1251.1221923828125,2.91500496864318848,2.915005297,2.94362664222717019,2.94362664222717019,235.402603149414006,315.907006263899973,,15517657088,1,1,2,1,1,1251.12,2.915,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
"Virgin Islands, British",VGB,National,,1.25030004978179932,1.25030025300000003,1.20363998413086004,1.20363998413086004,1.09592330455780007,1.09592330455780007,1.02093863487244008,1.02093863487244008,1,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
,VIR,National,,,,,,,,1.01027965545654008,1.01027965545654008,,,2,,,,,,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Vietnam,VNM,National,5919.89404296875,7624.97314453125,7624.97331899999972,7528.38525390625,7528.38525390625,7807.6123046875,7807.6123046875,7510.822265625,7510.822265625,1,1,2,1,1,5919.89,7624.97,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Vanuatu,VUT,National,69.3675994873046875,115.827003479003906,115.827103399999999,115.827103350504004,115.827103350504004,117.366464394589997,117.366464394589997,,120.351585388183594,1,4,2,1,1,69.3676,115.827,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
Wallis and Futuna,WLF,National,,,,141.986135935487994,141.986135935487994,,,,,,,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,,,,,,,,,
Samoa,WSM,National,1.87432003021240234,1.90027999877929688,1.9002777930000001,1.90027779346563008,1.90027779346563008,1.85132547910667,1.85132547910667,,1.78884744644165039,1,4,2,1,1,1.87432,1.90028,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
Kosovo,XKX,National,.523599982261657715,.348057001829147339,.348056599999999994,.366515148823275017,.366515148823275017,.356561055878579003,.356561055878579003,.390215903520583995,.390215903520583995,1,4,2,1,1,.5236,.348057,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
"Yemen, Republic of",YEM,National,91.062469482421875,82.093719482421875,111.302999999999997,76.7659988403320028,109.530100000000005,169.386489868164006,255.683585029299991,,572.0146484375,1,1,2,1,1,91.0625,87.8784,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,Aziz's imputation,,PIP,Revised 2011 PPP extrapolated to 2017,Jolliffe et al. (2022),https://documents1.worldbank.org/curated/en/353811645450974574/pdf/Assessing-the-Impact-of-the-2017-PPPs-on-the-International-Poverty-Line-and-Global-Poverty.pdf,PIP,Revised 2011 PPP extrapolated to 2021,Jolliffe et al. (forthcoming),https://databank.worldbank.org/source/icp-2021,
South Africa,ZAF,National,4.57165431976318359,5.06753396987915039,5.06753456000000035,5.03117036819458008,5.03117036819458008,6.54936313629150035,6.54936313629150035,7.52451419830321999,7.52451419830321999,1,1,2,1,1,,5.06753,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Zambia,ZMB,National,2830.326416015625,2505.341064453125,2505.34055600000011,2.61145687103270996,2611.45687103270984,4.22381830215454013,4.22381830215454013,6.18958473205565962,6.18958473205565962,1,1,2,1,1,,2.50534,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
Zimbabwe,ZWE,National,47952.421875,.535976290702819824,.535976307999999957,.535416364669800027,.535416364669800027,.485027581453322976,.485027581453322976,.644237995147704967,.644237995147704967,1,1,2,1,1,,,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,,,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,ICP,,World Bank (forthcoming),https://databank.worldbank.org/source/icp-2021,"ClassificationName: Purchasing power parity (PPP) (US$ = 1), SeriesCode: 9100000"
